ticker,innovation_decay_score,strategic_decay_score,topic_rigidity_score,management_confidence_score
BKNG,0.0014355814120976971,-0.01080921355788244,0.9241271018981934,0.5716658278798603
BSX,0.011835646108907208,-0.054163568347001534,0.6205981969833374,0.4119826981134263
BMY,0.013592643250852333,0.004650653962687936,0.9829575419425964,0.3181825516043675
AVGO,-0.000676364182616951,-0.004379065096990479,0.9809465408325195,0.6348436206401369
BR,-0.003340710139380682,-0.009084741771283295,0.9902081489562988,0.48210258484074303
BRO,-0.0018018018018028507,0.0022606303462192434,0.9865210056304932,0.7073262990710072
BF-B,0.0014016354020028345,0.004406904648938792,0.8636231422424316,0.24055228591685274
BLDR,-0.00014069805440134264,-0.010051187628926928,0.5388241410255432,0.4400694996069092
BG,0.009281624504107178,0.009173006998069404,0.9084938764572144,0.6663981670711903
BXP,0.0006388355692667101,0.0023665399957028075,0.5382352471351624,0.5852754460536415
CHRW,-0.0011152416356877796,-0.003187182708028622,0.9447595477104187,0.6111676380381282
CDNS,0.0031041269725347364,-0.0177680364740048,0.8839095234870911,0.6587672710351233
CPT,0.0194606829365359,0.006592827041339174,0.9849223494529724,0.6306845124656159
CPB,-0.00489083912263999,-0.00936859642593555,0.8724320530891418,0.5445481584668084
COF,-0.0,-0.0007065541061936842,0.9997527003288269,0.7247782922843753
CAH,-0.003453829634932022,0.019725081041591125,0.4761602580547333,0.5473852861297503
CCL,-0.0075244228371315934,-0.027469044541029178,0.7002382278442383,0.504343482131181
CARR,0.003446600126979751,-0.01654244386992707,0.4475354254245758,0.6167551228842901
CVNA,0.008084763214594896,0.0007906958589699378,0.9945485591888428,0.582380883779074
CASY,-0.0005917159763313474,-0.0047766205901354055,0.9014120101928711,0.4859306284322006
CAT,0.0038267944819073956,-0.0006844840788607649,0.9720420837402344,0.49308123230833667
CBOE,-0.002355021421098011,-0.002506280167345047,0.9841462969779968,0.6566418193587023
CBRE,-5.1472768486750734e-05,0.0021352598694908327,0.9023182392120361,0.6948935046980811
CDW,0.002686834833705351,0.007055329295177617,0.7878244519233704,0.7896908272098234
COR,0.0004377102043652992,0.004137784869288426,0.7403035759925842,0.6273134209374186
CNC,0.00207311083433663,0.01725621160626357,0.9039612412452698,0.618508320797674
CNP,0.0017974693794373929,-0.0017323041257470378,0.9873647689819336,0.6141321047086059
CF,-0.010511885389903391,-0.021485223669737995,0.8458483219146729,0.5416679869830984
CRL,-0.0008907759679066083,0.003188761877957376,0.9930355548858643,0.598915529339104
SCHW,0.0027148266810172357,-0.0004005678705979477,0.7911306023597717,0.644165367616478
CHTR,-0.0,-0.020178891449058465,0.9861965179443359,0.41386422887444496
CVX,0.0001817879379637505,-0.008460652536990442,0.9805922508239746,0.5327811304359751
CMG,-0.0020101697395385155,-0.029613818164094054,0.831229031085968,0.40500955606513056
CB,0.00028966716333990515,-0.0004433662348042017,0.9886543154716492,0.6446877561762697
CHD,0.0004377721844273107,-0.0053190694849585525,0.4828702509403229,0.314093970347185
CIEN,-0.01109336985991565,-0.0012049221629149662,0.831087052822113,0.5743660736309406
CI,6.071155453213877e-05,-0.007686993434323109,0.940443217754364,0.5051517764960037
CINF,-0.0,-0.0033213170210658997,0.9877690672874451,0.666097835748489
CTAS,-0.0,-0.0012796299777169831,0.9930818676948547,0.6457618964947182
CSCO,0.006340194815783989,0.0010909311156149072,0.8136844635009766,0.5776886696268873
C,0.002365005927697529,-0.029840219860171307,0.6593729853630066,0.47774982335961264
CFG,0.0011858974358978913,-0.015743927125514205,0.9522086977958679,0.7324317050458925
CLX,-0.0019387755102043258,-0.00022675736961331729,0.8330421447753906,0.31018738833098763
CME,-0.004568330296425347,-0.006505202845491038,0.7768018245697021,0.5745650256964008
CMS,-0.001589249404340023,-0.015468615806684172,0.990736186504364,0.34068478322955287
KO,-0.009000295489283045,-0.006915562109053325,0.9703007340431213,0.4957514355542115
CTSH,-0.001273724049294885,0.005399680394393305,0.7910747528076172,0.43505370009045524
COHR,0.005937613155061119,-0.011881618817501105,0.8938257694244385,0.6235573735850681
COIN,0.003307032181413401,-0.02004143677125864,0.6810919642448425,0.5561443737895297
CL,-0.00012825281873991298,-0.009551895123322888,0.9643532633781433,0.6423392850227005
CMCSA,0.00045236412440936174,-0.007756319993082883,0.8246278762817383,0.49386741964420955
FIX,0.003199159232464106,-0.0023958586201982043,0.990348756313324,0.5712196785402457
CAG,0.0022519201228878177,-0.006414187962574577,0.9967080950737,0.6209960003846322
COP,0.002695866875294348,-0.033878664290018685,0.9776084423065186,0.5529744339729499
ED,0.0014532647770665022,0.009695607927889054,0.8928757309913635,0.6075022057817548
STZ,0.0005313675425408597,0.027033509058662187,0.9502115249633789,0.5621530942276212
CEG,-0.0005339797640331797,-0.0012552932630100887,0.9834797978401184,0.4465482494469622
COO,-0.006000779088530237,-0.048252510953638465,0.9241746068000793,0.26826142914388784
CPRT,-0.0002755168228924421,-0.007743386966008475,0.8985998034477234,0.5816266399949719
GLW,-0.0035295833426531643,-0.0015446007149523394,0.5962818264961243,0.6551328540510803
CPAY,-0.00014599008665478199,-0.011849725494124748,0.991795539855957,0.640893924084891
CTVA,-0.0014734696189608125,-0.0023334695551136485,0.9732837080955505,0.6657074816743004
CSGP,0.0020686815662663252,0.0031027076161718116,0.5926361083984375,0.4213578374595521
COST,0.0012151812218798173,0.002969905676138817,0.9956231713294983,0.32326101734653045
CTRA,0.001106063904026877,0.006212333601130761,0.8666785359382629,0.5616866359989943
CRH,0.0028343677314532777,-0.0062356090091958355,0.8548401594161987,0.5518528278937295
CRWD,0.0011461408884010332,0.004790160467149013,0.95730060338974,0.5605890702695437
CCI,0.0021774193548369345,0.039463561191581634,0.668097972869873,0.5076334612855277
CSX,0.0015783602837348954,-0.005503497039721353,0.9972510933876038,0.5207978448590334
CMI,-0.004588123174428751,-0.008828089748310742,0.9839565753936768,0.6399672097865245
CVS,-0.0011640062873324653,-0.005452112638733069,0.9708566665649414,0.6078143548512368
DHR,0.001199431945994715,0.005188688826589088,0.9745084643363953,0.4729722334140518
DRI,-0.0,-0.0023780183524073576,0.9858223795890808,0.6989671816727512
DDOG,-0.000427917701734407,0.0039683001913656405,0.9946010112762451,0.5446210168573634
DVA,-0.000995724984874883,0.004282286491073101,0.837055504322052,0.5171903572679111
DECK,-0.006598634826350863,-0.011753513602828777,0.8405967354774475,0.5955083737492968
DE,,,,0.26617379204235364
DELL,-0.0028606632015603477,-0.006540662095652471,0.922046959400177,0.32565900568872275
DAL,0.0051683069643045105,0.010995834043398989,0.5473765730857849,0.5246898731638979
DXCM,0.01195444349498325,0.0055701444464556545,0.9763664603233337,0.5827386763600997
FANG,1.9910785150289515e-05,-0.005982835883195212,0.9994319081306458,0.41516009294505135
DLR,-0.018590224206291625,0.0011079279181100026,0.9893487095832825,0.6261118289056133
DG,-0.0007410196914099396,0.0033163468454541923,0.9529590010643005,0.35842613920501115
DLTR,0.0013219085895284709,-0.01958685574920656,1.0000001192092896,0.30423770361266034
D,0.010085797736406235,0.05661951655929911,0.7944193482398987,0.5603238929569083
DPZ,-4.7518434158973944e-05,-0.0065190602867410095,0.9950032234191895,0.29888242331879367
DASH,-0.006581879462435212,-0.00882337862262449,0.993086576461792,0.2900695064906421
DOV,0.012346157795989637,0.02441314085711342,0.7549747824668884,0.5349065056255083
DOW,-0.003119375264454445,-0.01911893800611757,0.8112604022026062,0.45256627552031575
DHI,-9.350755261668073e-05,-0.0011838533699136428,0.9871099591255188,0.5881260605705284
DTE,-0.00011752945856578291,-0.006051676854169677,0.9672462940216064,0.5247820674326045
DUK,-0.0016959754527107556,-0.0029461310443858785,0.9233466982841492,0.4820007799592706
DD,-0.000185642627518578,0.0061551016123021765,0.8456034064292908,0.6464527273143479
EBAY,-0.0011639765865618407,-0.014594236932535205,0.9034798741340637,0.3779496638428592
SATS,0.0038148227000702386,-0.004385262252743454,0.7528558373451233,0.45037249676987645
ECL,-0.009258368636291694,-0.005436508421230667,0.804486095905304,0.5759474960131232
EIX,,,1.0,0.7863827602316935
EW,0.009215097530099983,-0.00597149573304267,0.9633446335792542,0.6424922686599172
EA,-0.0010221628952317458,0.016506938935165565,0.975115954875946,0.7001177144134363
ELV,-0.00040000000000001704,0.004312125586244376,0.9350013732910156,0.692140725640215
EME,-0.0,0.05560257160718056,0.7878997325897217,0.23852249040301288
EMR,0.0021397859547527616,0.011798328703503681,0.9941946864128113,0.6508058529426508
EOG,0.0011390937572475389,0.008666823493417276,0.9727542400360107,0.6371346973620422
EPAM,-0.003171675703789977,-0.006595563738581596,0.9677035212516785,0.40793661762163963
EQT,-0.013793985965533257,-0.003848444946881183,0.7263450622558594,0.5999338982739444
EFX,-0.0013490492482108292,0.003851012612999172,0.9983363151550293,0.48090633945446215
EQIX,-0.006052994547665333,4.0303020108326866e-05,1.0,0.6264098273902854
EQR,-0.0005033706639489516,-0.008379441554708064,0.9934403300285339,0.42064222113346844
ERIE,-0.0008207874522271174,0.00837414543138657,0.9458257555961609,0.5984577449380243
ESS,0.006014270573573871,-0.007834464502286106,0.9974003434181213,0.7790829820820592
EL,0.027258202611734467,0.007869829416502284,0.903317928314209,0.36521230653964826
EG,0.00019824532508952157,0.010967131057455304,0.840796172618866,0.6838297652092189
EVRG,-0.0005600327050844463,0.005632034311018712,0.9799461960792542,0.6451105402875523
ES,0.0019397173892920657,0.018894690980261503,0.9972527623176575,0.6336192933201968
EXC,0.0017269817329255823,-0.0007231604409756817,0.35245904326438904,0.5281390916935025
EXE,-0.0,0.0023080663183324955,0.6033807396888733,0.588315364445312
EXPE,0.003298812046770007,-0.009567045831354567,0.9533402323722839,0.6303482797582626
EXPD,-0.0010238907849835313,-0.010093355803891193,0.9999998211860657,0.491492599349692
EXR,-0.01234847276895515,0.00272561077326986,0.9614036679267883,0.6505647286389337
XOM,0.0002840181498085432,0.0018664751233701236,0.856372058391571,0.5069392863832158
FFIV,0.002332058365207515,0.01024205505973506,0.9807776808738708,0.6184275172902025
FDS,0.007122952631121106,0.019376028629688426,0.7729570269584656,0.5362897066804221
FICO,0.0029539829640644923,0.0005102591749843409,0.9683001637458801,0.7242962182089235
FAST,0.0006940272299368052,0.007512958125374346,0.9867560267448425,0.5119893917092606
FRT,0.0004098360655741751,0.023565311132777236,0.804544985294342,0.7179601535380857
FDX,0.0010810954198434022,-0.015859015893027198,0.7373933792114258,0.39454424039969077
FIS,0.00976624832050351,0.007019502982650321,0.7676027417182922,0.5519590882188146
FITB,-0.0004946934700094145,-0.0011868148046406675,0.9991955161094666,0.7048908368443586
FSLR,0.010547379242081868,-0.0002352899664558532,0.9917417168617249,0.41483841713945346
FE,-0.001345910312931854,0.0004503758169726678,0.9730739593505859,0.6289946378970332
FISV,-0.0011773394887352516,-0.0348119951024513,0.8250696063041687,0.3899734686701296
F,0.0014764133954647918,0.006741342810304733,0.7184956669807434,0.625071987856974
FTNT,0.0019662610871290336,0.008243054114653776,0.9011356234550476,0.5459956703024433
FTV,-0.00013893594180409196,-0.006518155754441613,0.8638465404510498,0.6277383013947152
FOXA,0.005011119443163897,0.003296607474093679,0.857090175151825,0.7431050970075423
FOX,0.005011119443163897,0.003296607474093679,0.858677864074707,0.7430751893251796
FCX,0.004560580452602102,-0.013412653271126534,0.8052263259887695,0.6288412179967979
GRMN,-0.0015855221012179746,-0.0009311145036113778,0.9934804439544678,0.36944637320490253
IT,0.02295045773164564,-0.0061482214456438705,0.9899163246154785,0.676289434978868
GE,0.004971412049054151,0.0030580403643297852,0.8852064609527588,0.480537013768012
GEHC,0.007565204620148245,-0.011982332391972047,0.8864114284515381,0.6671641893276098
GEV,,,0.9763098359107971,0.6547079713974269
GEN,0.0021862026968846,0.007488795743935157,0.8103324770927429,0.7033605779750977
GNRC,-0.003865264214899056,-0.0046024337605936536,0.9307106137275696,0.43625369409939774
GD,0.000490713642764993,0.003585120293497247,0.8311546444892883,0.5653517477663799
GIS,-0.0008938800154845659,-0.013148536550143202,1.0000001192092896,0.5498704825231916
GM,0.004651014157075777,0.0042671855410740785,0.9071552753448486,0.4424780188852477
GPC,-0.0026642653086585357,0.012904723640269507,0.9516499042510986,0.601231383992647
GILD,0.004118208149897338,-0.006408192612310333,0.9310519695281982,0.467736887405848
GPN,-0.0036359555697044756,-0.03417822175432396,0.9007282257080078,0.3280679556566913
GL,-0.0009471564868146357,0.005340137910857933,0.7808535695075989,0.6719157187298804
GDDY,0.0016386338491121667,0.009064965974169635,0.9802939295768738,0.6487538347147521
GS,-0.0004768729181688602,0.0010030523251949662,0.99578857421875,0.6960539011853574
HAL,0.0009074588400940771,1.1725805787305012e-06,0.9561756253242493,0.3539464914566081
HIG,-0.0007272915665146929,-0.0010107644750293506,0.9957935810089111,0.5655910512192845
HCA,0.000663767410225471,0.003516027237663299,0.9916819930076599,0.5501224127100917
DOC,-0.011691149493823619,-0.018616729321561033,0.9211238026618958,0.7135201356784497
HSIC,0.0020133262148530648,0.0015031509746048267,0.9963809847831726,0.5766310039134321
HSY,-0.011485899421683364,-0.0748131684829203,0.9999997615814209,0.4570928100632349
HPE,0.009994742370236282,0.011992863566038599,0.7733259201049805,0.5731366764708477
HLT,0.0009010468335633229,-0.01155227991366643,0.9752750396728516,0.37802822316833073
HD,-0.0021316418090490956,-0.0009685049482198668,0.5908185839653015,0.3775461472554513
HON,-0.001214425192478707,0.001052629235035766,0.7450268268585205,0.6791767438045375
HRL,0.0038978556842953712,-0.0036965994408819816,0.7420250773429871,0.5135746532554818
HST,-0.005206043511299784,-0.002304059461743751,0.99651700258255,0.5409547677508
HWM,-0.00355975277503069,-0.02701493211886107,0.9947627186775208,0.5390620121190828
HPQ,-0.00888547183028705,-0.007842211648710528,0.6219088435173035,0.39844849040312336
HUBB,0.0009883675876249836,-0.0021131952863566285,0.9874000549316406,0.49694948754988993
HUM,0.000684846759502416,0.0011277470910953345,0.9418559670448303,0.5715589560491174
HBAN,-3.8852939417139185e-05,0.005382633484832418,0.7954475283622742,0.6608741099617118
HII,0.003895783185124041,0.00390740070943254,0.7273597121238708,0.7001229486331716
IEX,-0.0008655416439861199,0.024366640096438595,0.9767237305641174,0.6203412684003331
IDXX,-0.005553757626723936,-0.012169675702791824,0.9956600069999695,0.37065363233115467
ITW,-0.001561401657249091,-0.009679355510030853,0.8922755122184753,0.3595343386399065
INCY,0.008403606913255047,-0.00316529300206437,0.9799860119819641,0.6936592849465343
IR,-0.0014519261481122188,0.005986295242774116,0.9931017756462097,0.7375582096679666
PODD,0.01157905851102829,-0.014052009180383518,0.8879508972167969,0.5859801890902041
INTC,0.002657731284736414,-0.019081399150047126,0.7023258209228516,0.4887410466714452
IBKR,-0.0021349200905417,7.716578640495827e-05,0.9947431087493896,0.43584911884378014
ICE,-0.0011514973872229948,-0.009375699387914556,0.9913433194160461,0.6183424700619076
IFF,0.002212474121766183,-0.008792378463245343,0.7156737446784973,0.6565442562439183
IP,-0.005949335792986627,-0.0032384224224402264,0.4305187165737152,0.3877317685579106
INTU,0.0009942375223623452,-0.006399775979206338,0.9861076474189758,0.6188120248316649
ISRG,-0.0002124884594688721,0.005343519586845872,0.7796247601509094,0.44946815230050297
IVZ,-1.4499279205393387e-05,-0.005827411525944498,0.9711366295814514,0.5963154253945988
INVH,0.003757299121208706,-6.516485683880679e-05,0.9910757541656494,0.48070093571071676
IQV,-0.0008549882482190962,-0.007206108771505411,0.963813304901123,0.7160479115843821
IRM,-0.0014008622014760256,-0.010260491212661127,0.9839885830879211,0.6949901563612407
JBHT,,,0.5047656297683716,0.6900266437142184
JBL,0.0013769768687990095,-0.00974590962756573,0.826362133026123,0.732370108991774
JKHY,-0.0019343788934128002,-0.003401791352840601,0.9861629605293274,0.6607594648677235
J,-0.006132292654245461,0.020882374504546337,0.7949689030647278,0.5745045400877443
JNJ,0.005292248626582304,-0.0032569984826125637,0.7524867057800293,0.5217849208935494
JCI,0.0011658623203624047,-0.010365116635919784,0.9767279624938965,0.44528230582907813
JPM,0.0002412837409550064,0.0012198062403428736,0.9478642344474792,0.7145300573590847
KVUE,0.0028918255489412815,0.018796866068121306,0.959293782711029,0.6581894176972404
KDP,0.0006339332945159413,0.008185962462613182,0.9226344227790833,0.6462341693416422
KEY,-0.0002490328820114374,0.003293737697854139,0.6578587293624878,0.5858352459506185
KEYS,-0.00010336345327202978,0.014036104371387649,0.9884942173957825,0.7320692654127653
KMB,-0.0029540963399298775,-0.03900497234992316,0.7972784042358398,0.6304990873700984
KIM,0.010282655296383475,0.0077179463976986004,0.6394407749176025,0.4634914231958452
KMI,-0.0026700784674455547,0.0016457930371185246,0.9975940585136414,0.6765375744529958
KKR,0.0004734367976619813,-0.0005213282617685017,0.6820914149284363,0.6085716829355691
KLAC,0.021480767966191538,-0.017731168276089088,0.8694181442260742,0.5212820215141433
KHC,-0.002713789490683739,-0.0016500342473888888,0.9215448498725891,0.7242681658933516
KR,-0.0007761894884549535,0.010678976655552837,0.9376851916313171,0.5532015636490687
LHX,0.0020946088446809497,-0.004918812535206304,0.7800552248954773,0.48815081021233425
LH,0.012462699297605986,-0.009553368842430151,0.86655592918396,0.686935808535732
LRCX,-0.006485877080842856,-0.004316664842980754,0.9950852990150452,0.5368438325356247
LVS,-0.001548369347740142,-0.017589785914374666,0.9559205174446106,0.4611548484750058
LDOS,0.003934318656070664,-0.0036718882447393216,0.9323232769966125,0.4513739632321285
LEN,0.0037740142369804643,0.008282047033216621,0.8067331314086914,0.49723962808960204
LII,-0.000155458485228266,0.0023057608509917823,0.7834029793739319,0.6437664569784873
LLY,0.00524362010592701,0.006054880441374692,0.9763265252113342,0.5622981305381004
LIN,-0.0004521076212903871,-0.0005326873283161655,0.9953446984291077,0.6167129573479638
LYV,-5.1975051975385106e-05,-0.0047175845638481395,0.9543358683586121,0.6763870600420606
LMT,-0.012295168067236982,-0.099207740788679,0.48350587487220764,0.2751503224188207
L,-0.00021887170099679274,-0.0011456206572885866,0.9619143605232239,0.6828993271964934
LOW,-0.007142857142861303,-0.02172493395179739,0.799568235874176,0.4900810726991439
LULU,-0.004383810338087855,0.014129037418359584,0.9302427172660828,0.5654687673961566
LITE,-0.0015468789562495797,-0.0014455388174479827,0.8794340491294861,0.6416254651664894
LYB,-0.0009580070191340588,-0.0019989782201811344,0.9259905815124512,0.4384348340565395
MTB,-0.0017872135232222107,-0.016310088079750214,0.7125816345214844,0.667492281205016
MPC,0.0014279914873607333,-0.004720424478007419,0.9970653653144836,0.38043859075119474
MAR,-0.0,0.004597439636060618,0.4622437059879303,0.5298655324314169
MRSH,-0.0006309819213048799,0.00021379829847542733,0.9402866363525391,0.7138810844235257
MLM,0.001716143642205552,-0.01465133280451356,0.957242488861084,0.6835272255916316
MAS,-0.0033313097936474205,-0.011534087284133188,0.9849578738212585,0.6243104470844774
MA,-0.0,-0.010116541054570317,0.9518360495567322,0.6393106662839276
MKC,-0.0020986071093913243,-0.008783257259779699,0.9935135841369629,0.5515132625716197
MCD,0.0006906751573234868,-0.003486422556299583,0.9995443224906921,0.3746978436251812
MCK,0.004055502421181226,-0.014538063774271252,0.9976584911346436,0.6251736603690949
MDT,-0.005651232825144692,-0.10229311751050725,0.4148455858230591,0.6589001104914738
MRK,0.004446998029927276,-0.00020686808639458316,0.993336021900177,0.6512117362731817
META,-0.0020982513987065207,-0.026918962765505105,0.9882896542549133,0.5904783480250259
MET,0.0011875650846295172,-0.01390944247178957,0.9871875643730164,0.7019792897478725
MTD,-0.000743025654089655,-0.0004514909818275682,0.9950693249702454,0.3881362370563999
MGM,-0.0008289387003472268,-0.008001985350757341,0.9142614006996155,0.49295560545704487
MCHP,0.00017642603096677822,-0.006860394837750172,0.9464799761772156,0.3280733189184592
MU,-0.011748683518502532,0.01149258885840831,0.6971215605735779,0.3121837508480099
MSFT,0.0027770624131987745,-0.013806315759815314,0.9611093401908875,0.622787088685905
MAA,0.0007046904453438411,0.014654677039399733,0.9986217617988586,0.68108311326735
MRNA,-0.009166644231276931,-0.00844499816030238,0.9985707402229309,0.5939773320944539
TAP,-0.00686496709612246,-0.009692092649500564,0.7311413288116455,0.6354663214791489
MDLZ,-0.0009588312869200328,-0.0008117526160852262,0.9738204479217529,0.6144352655523682
MPWR,0.00415284884454322,0.007361900093541535,0.6710408329963684,0.4339688112414797
MNST,0.0010511329676752828,0.0014692737157993403,0.6478110551834106,0.5450308466438882
MCO,0.003936581569216019,-0.01421942767971292,0.9848694205284119,0.7003782374384957
MS,-0.0017703496462386807,0.0014827036353164897,0.9132654070854187,0.6079899139741897
MOS,-0.0,-0.0005775284063205669,0.9971969127655029,0.23644579452229664
MSI,0.029736129109090695,0.0568260207162152,0.5831833481788635,0.4334842599779841
MSCI,0.002714921085448192,-0.007517332396793852,0.9219507575035095,0.5318069046441659
NDAQ,-0.004087770119286785,-0.003408620824451267,0.970297634601593,0.40732904133657366
NTAP,,,,0.18567635723716253
NFLX,0.005873410121341622,0.0005275464482402576,0.6339372396469116,0.6993997538832968
NEM,0.0018619020258050145,0.0021647364630616207,0.9903373718261719,0.7012413688378598
NWSA,-0.004929025905569251,0.004043401174071641,0.9544792175292969,0.5112030343954194
NWS,-0.004929025905569251,0.004043401174071641,0.9545451998710632,0.5112077396981188
NEE,-0.0002901915588948429,-0.000821950996391492,0.9782604575157166,0.7445903759794718
NKE,-0.0034861570295941424,0.028307638073866218,0.862962543964386,0.603649389840493
NI,-0.0021777391084617133,-0.014449487255164237,0.9445323944091797,0.6996226398331786
NDSN,0.002788870300114249,0.014799513330247507,0.9980306625366211,0.7120161192022227
NSC,-0.0020477815699670625,0.001472095375818665,0.8122944831848145,0.6924926366738086
NTRS,-1.043827101468462e-05,0.0018252323362585182,0.9927492141723633,0.7542165448948517
NOC,-0.0011005192749424363,-0.009870350095936299,0.7802953124046326,0.6047143069264515
NCLH,0.0015229598155723765,-0.0016196556362311036,0.5842381119728088,0.4723565455845195
NRG,-0.002414697125798383,-0.009593869234108045,0.9915143847465515,0.5562985056862614
NUE,0.0002835173658906712,0.0032952425838399034,0.9494562149047852,0.5442845450019015
